id,user_id,order_date,status
266,477,2024-05-08,return_pending
267,2598,2024-06-12,shipped
268,376,2020-04-21,completed
269,1800,2022-10-07,placed
270,560,2021-03-17,return_pending
271,1698,2019-11-30,returned
272,2210,2020-09-24,return_pending
273,1831,2019-03-18,completed
274,1699,2023-06-28,return_pending
275,2950,2024-07-27,shipped
276,2186,2019-02-03,returned
277,1694,2024-10-16,return_pending
278,186,2024-10-16,returned
279,2125,2021-11-08,return_pending
280,1379,2021-02-10,return_pending
281,655,2022-06-30,shipped
282,2772,2024-11-21,placed
283,1505,2023-09-25,shipped
284,2050,2021-06-11,shipped
285,2535,2023-01-26,return_pending
286,2997,2020-07-13,return_pending
287,2875,2022-06-25,return_pending
288,178,2020-01-05,completed
289,438,2024-03-04,return_pending
290,1939,2024-08-25,returned
291,2610,2021-07-20,completed
292,3085,2021-05-08,return_pending
293,2483,2023-09-26,shipped
294,595,2022-08-14,shipped
295,1159,2020-06-06,placed
296,1239,2023-03-31,placed
297,2741,2022-11-14,placed
298,1016,2020-06-26,shipped
299,2459,2023-03-31,returned
300,2035,2019-10-12,placed
301,3046,2019-11-09,completed
302,1439,2024-11-11,return_pending
303,1572,2021-03-04,shipped
304,3007,2024-10-06,return_pending
305,1106,2020-09-23,completed
306,2091,2022-07-10,placed
307,755,2020-06-26,shipped
308,443,2024-06-08,shipped
309,2547,2022-03-02,placed
310,2841,2024-03-25,return_pending
311,993,2020-04-24,placed
312,1715,2024-09-27,placed
313,1253,2020-01-24,placed
314,106,2020-12-16,returned
315,1770,2020-04-14,placed
316,1133,2024-03-21,return_pending
317,1890,2022-05-05,shipped
318,2706,2024-02-07,returned
319,2465,2024-01-14,return_pending
320,1776,2024-01-29,completed
321,800,2021-02-19,returned
322,1002,2024-03-02,completed
323,2678,2022-05-08,completed
324,1728,2022-05-19,returned
325,2262,2020-06-13,completed
326,935,2020-08-11,returned
327,3086,2021-11-14,returned
328,1013,2019-06-02,returned
329,2552,2019-06-08,returned
330,3011,2022-10-25,shipped
331,249,2021-11-12,shipped
332,1782,2022-05-18,placed
333,1920,2020-02-25,placed
334,369,2024-01-05,placed
335,651,2019-12-27,shipped
336,1304,2020-07-10,placed
337,2425,2022-08-24,shipped
338,2994,2022-08-22,completed
339,1550,2023-01-06,return_pending
340,218,2023-06-17,return_pending
341,2811,2024-12-17,returned
342,790,2024-01-16,placed
343,881,2024-12-19,return_pending
344,1214,2021-01-18,shipped
345,2082,2023-05-18,shipped
346,753,2023-01-05,returned
347,780,2020-02-26,returned
348,1077,2022-03-24,returned
349,1952,2019-01-26,placed
350,2114,2022-05-28,returned
351,1787,2023-05-20,shipped
352,494,2023-09-11,return_pending
353,1739,2023-11-12,completed
354,678,2024-11-20,completed
355,1032,2023-06-25,returned
356,1732,2020-01-15,returned
357,1077,2023-06-01,placed
358,2052,2019-10-01,completed
359,816,2022-04-10,return_pending
360,2811,2022-01-05,completed
361,310,2024-02-27,completed
362,2318,2019-06-18,returned
363,303,2022-02-03,return_pending
364,3024,2019-04-21,completed
365,1890,2019-09-29,return_pending
366,2300,2021-02-13,completed
367,1183,2021-07-02,completed
368,1814,2024-10-21,returned
369,2761,2020-10-18,placed
370,2805,2023-05-23,completed
371,722,2023-08-14,shipped
372,1250,2020-11-22,return_pending
373,224,2022-10-19,returned
374,1308,2024-01-21,completed
375,227,2023-05-25,placed
376,280,2024-09-23,shipped
377,2873,2024-07-03,return_pending
378,1513,2020-04-04,returned
379,2137,2020-01-02,returned
380,2719,2024-11-02,returned
381,2017,2023-07-12,return_pending
382,1898,2020-02-18,returned
383,1512,2023-05-25,return_pending
384,375,2019-02-09,completed
385,844,2021-05-14,return_pending
386,2119,2021-03-15,placed
387,2678,2021-08-11,returned
388,1003,2019-08-12,return_pending
389,895,2024-09-11,returned
390,2247,2020-03-31,completed
391,213,2019-02-24,placed
392,1189,2020-01-09,placed
393,2222,2019-08-16,return_pending
394,2593,2024-07-15,completed
395,2466,2024-09-23,shipped
396,946,2023-08-17,returned
397,429,2019-07-06,return_pending
398,1414,2021-08-23,completed
399,1827,2019-05-15,returned
400,1205,2021-04-08,placed
401,2306,2024-01-26,return_pending
402,1771,2020-08-10,returned
403,2713,2024-11-26,placed
404,1738,2019-01-08,returned
405,2611,2023-09-21,returned
406,1729,2019-03-05,placed
407,1070,2023-09-11,placed
408,2417,2022-10-16,placed
409,2631,2020-07-02,shipped
410,2451,2022-12-14,completed
411,695,2023-11-26,completed
412,2475,2019-04-19,return_pending
413,3010,2020-06-24,placed
414,1927,2019-05-17,shipped
415,668,2024-12-14,shipped
416,1661,2023-12-17,returned
417,122,2024-07-06,placed
418,2355,2024-01-09,returned
419,2403,2019-06-12,shipped
420,1712,2022-02-15,returned
421,1925,2024-06-15,completed
422,755,2024-07-30,return_pending
423,2798,2022-09-12,return_pending
424,2380,2023-07-01,shipped
425,2771,2022-06-27,completed
426,2716,2022-04-24,return_pending
427,1023,2022-05-12,placed
428,2599,2021-10-01,completed
429,348,2022-09-01,shipped
430,2613,2021-07-11,return_pending
431,1536,2024-11-01,returned
432,1566,2023-04-21,return_pending
433,2844,2020-12-03,return_pending
434,1425,2022-09-14,placed
435,1452,2023-11-18,returned
436,577,2020-06-02,shipped
437,2795,2024-03-27,completed
438,2885,2023-08-27,placed
439,2603,2022-06-27,shipped
440,1280,2020-04-12,shipped
441,2742,2024-08-25,shipped
442,1132,2019-11-03,placed
443,1785,2019-02-27,shipped
444,1872,2021-06-08,completed
445,1612,2021-03-25,return_pending
446,2418,2019-10-19,return_pending
447,1407,2023-01-24,placed
448,2580,2019-10-02,placed
449,203,2019-06-04,completed
450,687,2024-06-29,return_pending
451,1398,2022-07-17,placed
452,2032,2023-11-29,return_pending
453,2460,2022-07-19,returned
454,1975,2020-07-20,placed
455,2521,2021-09-29,placed
456,2896,2023-11-09,shipped
457,1111,2024-06-03,placed
458,1885,2019-01-30,shipped
459,1939,2023-08-28,completed
460,214,2024-01-08,returned
461,1903,2023-10-30,completed
462,2554,2020-07-07,shipped
463,1460,2024-08-17,completed
464,436,2022-03-25,shipped
465,1134,2019-05-25,returned
466,682,2022-07-12,return_pending
467,607,2022-06-30,completed
468,1603,2024-01-16,returned
469,1134,2021-06-13,completed
470,2733,2020-05-22,shipped
471,2547,2023-05-13,completed
472,1043,2022-03-20,returned
473,1989,2019-10-26,shipped
474,531,2022-11-27,completed
475,2611,2021-08-31,shipped
476,2188,2022-05-02,placed
477,1297,2021-09-02,shipped
478,610,2019-05-19,completed
479,2865,2019-12-12,return_pending
480,775,2023-08-23,completed
481,2868,2024-10-26,returned
482,2784,2022-02-23,completed
483,1220,2024-09-21,placed
484,182,2019-08-28,placed
485,1163,2024-04-02,placed
486,1554,2021-01-29,shipped
487,168,2023-08-15,returned
488,2119,2024-12-04,placed
489,1455,2024-10-09,return_pending
490,517,2023-06-11,returned
491,1853,2024-03-18,completed
492,2611,2024-03-27,placed
493,1253,2024-10-04,completed
494,2554,2019-09-20,completed
495,2157,2023-04-13,completed
496,875,2023-06-28,completed
497,2572,2019-07-06,returned
498,1735,2022-10-06,return_pending
499,256,2019-06-12,returned
500,104,2022-07-26,returned
501,308,2021-02-02,completed
502,1415,2023-07-14,shipped
503,337,2021-01-03,shipped
504,608,2023-05-01,returned
505,2783,2022-05-16,returned
506,2942,2019-08-23,returned
507,1151,2023-07-03,completed
508,2921,2023-01-07,return_pending
509,416,2023-02-02,completed
510,1122,2022-05-03,shipped
511,1142,2019-01-08,returned
512,2738,2020-09-05,placed
513,2229,2021-08-07,shipped
514,1387,2023-10-23,return_pending
515,815,2019-12-31,completed
516,1356,2023-11-30,returned
517,1803,2020-12-23,returned
518,326,2021-03-14,completed
519,1554,2020-05-18,placed
520,2285,2022-06-28,completed
521,1767,2019-07-17,placed
522,2060,2019-09-27,shipped
523,1257,2021-05-03,returned
524,333,2023-03-06,placed
525,2181,2023-10-16,return_pending
526,3022,2024-12-13,returned
527,1603,2023-04-03,shipped
528,2356,2023-01-02,placed
529,1529,2019-10-14,shipped
530,792,2023-08-25,placed
531,2416,2024-11-01,returned
532,2055,2023-07-21,placed
533,2356,2022-12-19,returned
534,2588,2023-01-20,placed
535,729,2019-04-14,return_pending
536,325,2021-02-27,completed
537,2263,2023-07-11,returned
538,140,2023-03-10,placed
539,1921,2021-07-12,placed
540,2177,2023-05-01,placed
541,2546,2024-01-27,returned
542,1089,2019-09-11,completed
543,937,2022-05-02,returned
544,1824,2021-07-21,placed
545,1083,2019-02-23,completed
546,2975,2022-01-12,returned
547,1928,2019-10-04,placed
548,2105,2019-06-18,returned
549,1915,2024-02-15,completed
550,1738,2023-10-17,shipped
551,538,2022-08-26,return_pending
552,2392,2021-10-18,placed
553,2955,2021-01-23,returned
554,2409,2024-09-09,shipped
555,549,2022-12-19,return_pending
556,1219,2020-02-22,shipped
557,1936,2023-07-07,shipped
558,2373,2021-12-24,placed
559,3085,2022-03-28,shipped
560,1102,2020-06-11,completed
561,2839,2022-06-26,placed
562,1516,2023-02-14,placed
563,1516,2022-02-02,returned
564,262,2024-03-29,shipped
565,1844,2021-10-11,placed
566,1413,2019-04-07,return_pending
567,885,2022-03-02,completed
568,2322,2022-07-12,return_pending
569,1311,2019-02-10,shipped
570,433,2022-12-07,shipped
571,718,2021-02-24,shipped
572,981,2021-04-02,placed
573,308,2021-03-10,placed
574,2826,2024-07-19,placed
575,1094,2023-04-18,placed
576,1380,2022-07-04,return_pending
577,1798,2023-12-18,return_pending
578,460,2020-08-17,returned
579,2127,2020-06-30,placed
580,2455,2024-01-29,return_pending
581,3015,2024-11-04,shipped
582,1616,2023-03-19,returned
583,750,2022-09-03,return_pending
584,2761,2020-09-18,shipped
585,1294,2023-04-25,shipped
586,1680,2021-01-13,returned
587,2742,2019-04-05,return_pending
588,2416,2021-11-20,shipped
589,1513,2019-01-01,shipped
590,1493,2024-08-08,shipped
591,404,2021-04-12,completed
592,1654,2023-01-16,return_pending
593,2142,2019-11-24,placed
594,2033,2024-10-05,return_pending
595,825,2019-06-22,returned
596,389,2024-02-03,return_pending
597,883,2024-12-12,shipped
598,488,2019-08-16,shipped
599,2606,2024-04-15,shipped
600,135,2023-03-20,returned
601,3028,2022-08-05,return_pending
602,1808,2024-05-31,completed
603,2475,2023-04-25,placed
604,152,2019-10-05,return_pending
605,3087,2024-02-04,completed
606,1022,2024-10-03,placed
607,1948,2022-01-31,completed
608,2389,2021-06-01,completed
609,1769,2021-05-25,shipped
610,1362,2020-07-26,return_pending
611,653,2021-08-11,return_pending
612,2814,2023-07-02,placed
613,3013,2022-06-25,placed
614,630,2023-08-30,shipped
615,2503,2021-05-28,return_pending
616,2732,2020-05-09,completed
617,321,2024-03-27,completed
618,447,2022-06-01,returned
619,2949,2022-05-05,shipped
620,411,2021-03-08,returned
621,1614,2023-09-21,returned
622,2976,2022-12-07,completed
623,2975,2019-09-02,returned
624,2071,2021-10-12,placed
625,2152,2024-11-05,return_pending
626,869,2021-06-23,completed
627,980,2024-03-29,returned
628,1234,2020-07-17,returned
629,1903,2021-10-27,returned
630,163,2022-03-13,completed
631,150,2021-01-24,shipped
632,258,2021-11-05,return_pending
633,1419,2022-06-17,placed
634,110,2020-03-29,returned
635,651,2021-11-11,return_pending
636,2982,2023-12-03,return_pending
637,2014,2020-01-25,return_pending
638,3025,2022-10-25,returned
639,2501,2024-01-05,returned
640,926,2020-04-18,return_pending
641,2630,2022-07-25,shipped
642,409,2023-08-25,shipped
643,1635,2020-09-28,return_pending
644,1632,2023-02-21,completed
645,1717,2020-11-24,placed
646,2625,2019-10-20,completed
647,2999,2024-11-13,shipped
648,281,2019-11-15,placed
649,1072,2024-01-08,shipped
650,2420,2022-11-27,return_pending
651,3096,2023-07-04,return_pending
652,1550,2019-04-25,placed
653,1522,2019-12-22,completed
654,2030,2019-05-25,completed
655,2437,2021-02-22,completed
656,235,2024-08-19,returned
657,704,2024-03-03,return_pending
658,2406,2024-02-01,return_pending
659,627,2024-12-11,shipped
660,2393,2019-04-11,returned
661,2623,2020-09-07,return_pending
662,2189,2022-04-10,completed
663,783,2020-07-08,return_pending
664,478,2021-07-08,return_pending
665,1810,2019-04-20,completed
666,1839,2023-01-21,completed
667,2952,2021-03-30,shipped
668,2543,2023-02-15,shipped
669,1162,2019-04-07,completed
670,2581,2023-01-03,return_pending
671,124,2024-12-03,returned
672,2557,2020-07-25,returned
673,1055,2024-07-24,return_pending
674,280,2021-09-10,completed
675,1222,2020-11-28,shipped
676,1635,2020-08-02,completed
677,1540,2024-12-07,placed
678,1375,2024-09-29,placed
679,1841,2021-11-10,shipped
680,1577,2023-03-14,returned
681,2564,2024-01-13,placed
682,1589,2024-02-06,shipped
683,1156,2022-06-12,placed
684,2428,2021-08-06,return_pending
685,1961,2022-12-03,completed
686,668,2020-02-27,placed
687,730,2019-09-07,shipped
688,443,2024-04-29,shipped
689,356,2024-03-20,return_pending
690,1795,2022-10-23,returned
691,2785,2021-12-06,return_pending
692,1137,2021-03-19,shipped
693,2689,2020-11-26,completed
694,1963,2022-08-25,completed
695,1904,2023-07-05,completed
696,2571,2019-02-08,returned
697,325,2023-03-04,return_pending
698,3078,2024-08-26,shipped
699,2190,2021-10-24,completed
700,2779,2024-08-19,shipped
701,3093,2024-09-27,completed
702,1532,2024-04-22,placed
703,1450,2019-07-31,placed
704,1748,2019-05-17,return_pending
705,2252,2020-09-24,completed
706,2378,2024-08-21,placed
707,2110,2023-01-21,placed
708,1452,2020-02-29,completed
709,2487,2023-03-08,completed
710,1816,2023-04-15,completed
711,3018,2021-04-23,shipped
712,287,2019-10-14,returned
713,2071,2023-03-20,placed
714,2876,2024-08-13,shipped
715,1618,2020-05-25,return_pending
716,2547,2020-03-06,placed
717,1868,2024-12-23,return_pending
718,1106,2021-03-20,shipped
719,1204,2024-10-09,returned
720,2722,2022-01-28,return_pending
721,2731,2020-08-31,returned
722,943,2021-06-29,returned
723,415,2020-04-14,return_pending
724,2304,2022-11-18,return_pending
725,331,2019-06-21,completed
726,1578,2022-01-07,return_pending
727,1976,2019-04-17,return_pending
728,2219,2019-01-20,shipped
729,1307,2022-12-10,placed
730,3049,2023-02-13,return_pending
731,2555,2022-02-05,shipped
732,689,2024-06-07,returned
733,2264,2019-01-11,shipped
734,854,2023-06-09,return_pending
735,1760,2023-01-16,shipped
736,1528,2023-10-09,return_pending
737,2274,2020-03-27,returned
738,1129,2022-02-02,return_pending
739,1599,2020-10-14,returned
740,468,2021-06-19,shipped
741,1889,2022-10-12,placed
742,2482,2023-09-09,returned
743,385,2024-08-24,placed
744,2610,2022-08-28,returned
745,2355,2023-02-02,returned
746,462,2024-03-06,completed
747,2107,2019-05-04,completed
748,1532,2022-09-22,completed
749,618,2024-09-30,placed
750,1204,2021-10-11,completed
751,724,2024-02-12,returned
752,3058,2023-10-17,returned
753,2755,2021-05-01,return_pending
754,1564,2022-08-06,shipped
755,1169,2022-04-19,completed
756,1308,2021-01-27,return_pending
757,784,2019-07-13,completed
758,429,2024-03-16,shipped
759,2213,2022-09-04,placed
760,1062,2019-08-10,placed
761,2564,2019-12-11,return_pending
762,2078,2019-09-28,completed
763,1165,2022-03-03,placed
764,739,2020-03-17,returned
765,531,2020-04-02,completed
766,1334,2021-01-06,completed
767,2147,2023-04-22,shipped
768,2813,2021-02-11,shipped
769,3005,2023-11-13,placed
770,2059,2022-10-10,return_pending
771,161,2021-11-24,return_pending
772,2875,2020-10-21,returned
773,893,2023-07-05,completed
774,2123,2022-06-05,return_pending
775,353,2021-04-06,shipped
776,355,2020-03-12,shipped
777,1205,2020-04-10,completed
778,2185,2020-12-15,returned
779,1411,2021-01-12,return_pending
780,1865,2021-02-09,return_pending
781,779,2019-06-06,returned
782,2975,2019-07-06,returned
783,1121,2021-02-28,returned
784,1881,2023-11-17,returned
785,2755,2024-04-07,shipped
786,1100,2023-11-26,returned
787,2132,2024-07-30,placed
788,2904,2022-06-30,shipped
789,1924,2024-01-14,placed
790,2756,2023-12-12,completed
791,907,2024-04-05,completed
792,420,2023-02-02,return_pending
793,337,2024-11-22,placed
794,1878,2022-01-05,return_pending
795,475,2021-08-19,return_pending
796,2006,2023-08-24,completed
797,880,2024-07-08,placed
798,2271,2023-04-20,returned
799,2966,2024-12-20,returned
800,2742,2024-01-31,completed
801,2219,2020-03-28,completed
802,2059,2022-03-01,returned
803,932,2020-03-11,completed
804,2491,2021-11-13,shipped
805,2019,2021-02-04,placed
806,2752,2024-12-03,completed
807,2200,2023-03-21,return_pending
808,1525,2024-03-06,placed
809,2215,2020-07-18,placed
810,1732,2024-10-19,shipped
811,1564,2021-02-18,placed
812,473,2019-06-14,returned
813,1449,2021-06-02,completed
814,2136,2021-09-22,return_pending
815,397,2023-11-18,shipped
816,2605,2020-10-06,return_pending
817,2296,2019-10-26,return_pending
818,528,2023-11-08,placed
819,2332,2022-06-13,returned
820,2940,2022-12-23,completed
821,1039,2024-01-13,completed
822,1407,2023-01-09,returned
823,2009,2024-06-20,completed
824,2269,2022-02-01,placed
825,177,2023-05-26,shipped
826,2671,2021-04-07,completed
827,798,2022-07-20,completed
828,1199,2019-05-18,return_pending
829,2922,2020-05-07,shipped
830,295,2020-09-22,shipped
831,775,2020-10-20,return_pending
832,2024,2024-04-29,returned
833,1164,2019-10-01,placed
834,1902,2023-05-19,return_pending
835,1055,2020-03-15,returned
836,759,2024-10-01,shipped
837,949,2024-08-24,return_pending
838,282,2022-12-30,shipped
839,1945,2023-12-24,shipped
840,2419,2024-01-14,shipped
841,3035,2023-11-12,placed
842,2329,2019-01-14,return_pending
843,437,2019-03-30,return_pending
844,2007,2019-09-02,shipped
845,935,2022-09-17,completed
846,2889,2021-09-10,shipped
847,1264,2022-12-20,return_pending
848,2686,2024-12-17,shipped
849,651,2020-11-07,shipped
850,265,2021-04-02,completed
851,227,2023-11-13,return_pending
852,210,2023-05-21,shipped
853,2593,2023-04-14,placed
854,1807,2024-06-15,shipped
855,467,2020-09-30,returned
856,1750,2024-07-14,placed
857,1853,2020-06-22,placed
858,344,2022-04-25,completed
859,2400,2023-08-22,shipped
860,504,2022-08-30,placed
861,471,2020-04-15,returned
862,2967,2019-05-13,completed
863,433,2019-09-23,return_pending
864,2209,2022-05-09,completed
865,2450,2023-05-26,placed
866,2221,2024-09-19,shipped
867,171,2022-12-15,returned
868,2130,2023-11-12,shipped
869,2303,2023-06-07,shipped
870,884,2021-07-19,placed
871,299,2023-10-28,returned
872,992,2022-10-26,shipped
873,2092,2019-04-29,completed
874,2359,2020-12-08,placed
875,3072,2023-07-25,return_pending
876,383,2019-08-28,return_pending
877,1375,2024-01-12,completed
878,449,2024-02-24,shipped
879,2887,2023-11-26,placed
880,433,2019-12-15,returned
881,881,2019-07-06,placed
882,340,2024-05-26,completed
883,1741,2022-11-11,return_pending
884,1419,2023-03-30,placed
885,2391,2022-02-12,placed
886,506,2021-01-22,placed
887,2384,2022-06-26,returned
888,1771,2023-01-19,returned
889,268,2024-02-16,shipped
890,1815,2021-08-16,returned
891,351,2020-07-17,placed
892,1670,2023-11-16,completed
893,3062,2023-06-29,shipped
894,986,2021-10-26,placed
895,354,2022-10-24,shipped
896,2416,2023-03-10,completed
897,395,2019-10-13,returned
898,2118,2020-07-21,returned
899,1601,2021-01-10,shipped
900,1826,2024-11-23,placed
901,825,2023-04-10,return_pending
902,1868,2021-06-13,shipped
903,478,2022-11-22,completed
904,2794,2022-06-28,returned
905,2342,2021-07-27,completed
906,2801,2020-03-20,returned
907,218,2019-11-23,returned
908,1307,2024-01-23,completed
909,1855,2020-03-15,completed
910,2790,2024-02-19,placed
911,893,2023-01-18,return_pending
912,740,2020-07-30,shipped
913,1130,2021-10-12,returned
914,391,2024-08-31,returned
915,3001,2020-08-24,return_pending
916,719,2021-04-13,completed
917,1969,2020-06-19,shipped
918,2089,2023-07-24,return_pending
919,1904,2019-11-29,placed
